date,Hires,schools_closed,pubs_closed,shops_closed,eating_places_closed,stay_at_home,household_mixing_indoors_banned,wfh,rule_of_6_indoors,curfew,eat_out_to_help_out,day,month,year
2013-04-30,29219,0,0,0,0,0,0,0,0,0,0,Tue,Apr,2013
2013-05-01,31175,0,0,0,0,0,0,0,0,0,0,Wed,May,2013
2013-05-02,31239,0,0,0,0,0,0,0,0,0,0,Thu,May,2013
2013-05-03,31340,0,0,0,0,0,0,0,0,0,0,Fri,May,2013
2013-05-04,19156,0,0,0,0,0,0,0,0,0,0,Sat,May,2013
2013-05-05,24342,0,0,0,0,0,0,0,0,0,0,Sun,May,2013
2013-05-06,29015,0,0,0,0,0,0,0,0,0,0,Mon,May,2013
2013-05-07,30707,0,0,0,0,0,0,0,0,0,0,Tue,May,2013
2013-05-08,26032,0,0,0,0,0,0,0,0,0,0,Wed,May,2013
2013-05-09,24250,0,0,0,0,0,0,0,0,0,0,Thu,May,2013
2013-05-10,26399,0,0,0,0,0,0,0,0,0,0,Fri,May,2013
2013-05-11,16627,0,0,0,0,0,0,0,0,0,0,Sat,May,2013
2013-05-12,15918,0,0,0,0,0,0,0,0,0,0,Sun,May,2013
2013-05-13,24836,0,0,0,0,0,0,0,0,0,0,Mon,May,2013
2013-05-14,18054,0,0,0,0,0,0,0,0,0,0,Tue,May,2013
2013-05-15,24015,0,0,0,0,0,0,0,0,0,0,Wed,May,2013
2013-05-16,26070,0,0,0,0,0,0,0,0,0,0,Thu,May,2013
2013-05-17,24932,0,0,0,0,0,0,0,0,0,0,Fri,May,2013
2013-05-18,22272,0,0,0,0,0,0,0,0,0,0,Sat,May,2013
2013-05-19,23994,0,0,0,0,0,0,0,0,0,0,Sun,May,2013
2013-05-20,25914,0,0,0,0,0,0,0,0,0,0,Mon,May,2013
2013-05-21,27649,0,0,0,0,0,0,0,0,0,0,Tue,May,2013
2013-05-22,26967,0,0,0,0,0,0,0,0,0,0,Wed,May,2013
2013-05-23,24701,0,0,0,0,0,0,0,0,0,0,Thu,May,2013
2013-05-24,12891,0,0,0,0,0,0,0,0,0,0,Fri,May,2013
2013-05-25,21087,0,0,0,0,0,0,0,0,0,0,Sat,May,2013
2013-05-26,27251,0,0,0,0,0,0,0,0,0,0,Sun,May,2013
2013-05-27,25819,0,0,0,0,0,0,0,0,0,0,Mon,May,2013
2013-05-28,14556,0,0,0,0,0,0,0,0,0,0,Tue,May,2013
2013-05-29,21440,0,0,0,0,0,0,0,0,0,0,Wed,May,2013
2013-05-30,22150,0,0,0,0,0,0,0,0,0,0,Thu,May,2013
2013-05-31,29136,0,0,0,0,0,0,0,0,0,0,Fri,May,2013
2013-06-01,24782,0,0,0,0,0,0,0,0,0,0,Sat,Jun,2013
2013-06-02,27202,0,0,0,0,0,0,0,0,0,0,Sun,Jun,2013
2013-06-03,29940,0,0,0,0,0,0,0,0,0,0,Mon,Jun,2013
2013-06-04,32397,0,0,0,0,0,0,0,0,0,0,Tue,Jun,2013
2013-06-05,32488,0,0,0,0,0,0,0,0,0,0,Wed,Jun,2013
2013-06-06,32829,0,0,0,0,0,0,0,0,0,0,Thu,Jun,2013
2013-06-07,28762,0,0,0,0,0,0,0,0,0,0,Fri,Jun,2013
2013-06-08,27264,0,0,0,0,0,0,0,0,0,0,Sat,Jun,2013
2013-06-09,19429,0,0,0,0,0,0,0,0,0,0,Sun,Jun,2013
2013-06-10,27336,0,0,0,0,0,0,0,0,0,0,Mon,Jun,2013
2013-06-11,26601,0,0,0,0,0,0,0,0,0,0,Tue,Jun,2013
2013-06-12,24401,0,0,0,0,0,0,0,0,0,0,Wed,Jun,2013
2013-06-13,26388,0,0,0,0,0,0,0,0,0,0,Thu,Jun,2013
2013-06-14,28797,0,0,0,0,0,0,0,0,0,0,Fri,Jun,2013
2013-06-15,16020,0,0,0,0,0,0,0,0,0,0,Sat,Jun,2013
2013-06-16,19970,0,0,0,0,0,0,0,0,0,0,Sun,Jun,2013
2013-06-17,28611,0,0,0,0,0,0,0,0,0,0,Mon,Jun,2013
2013-06-18,30871,0,0,0,0,0,0,0,0,0,0,Tue,Jun,2013
2013-06-19,31899,0,0,0,0,0,0,0,0,0,0,Wed,Jun,2013
2013-06-20,29959,0,0,0,0,0,0,0,0,0,0,Thu,Jun,2013
2013-06-21,28844,0,0,0,0,0,0,0,0,0,0,Fri,Jun,2013
2013-06-22,19483,0,0,0,0,0,0,0,0,0,0,Sat,Jun,2013
2013-06-23,19006,0,0,0,0,0,0,0,0,0,0,Sun,Jun,2013
2013-06-24,27636,0,0,0,0,0,0,0,0,0,0,Mon,Jun,2013
2013-06-25,31889,0,0,0,0,0,0,0,0,0,0,Tue,Jun,2013
2013-06-26,31156,0,0,0,0,0,0,0,0,0,0,Wed,Jun,2013
2013-06-27,27306,0,0,0,0,0,0,0,0,0,0,Thu,Jun,2013
2013-06-28,22074,0,0,0,0,0,0,0,0,0,0,Fri,Jun,2013
2013-06-29,29054,0,0,0,0,0,0,0,0,0,0,Sat,Jun,2013
2013-06-30,31237,0,0,0,0,0,0,0,0,0,0,Sun,Jun,2013
2013-07-01,31151,0,0,0,0,0,0,0,0,0,0,Mon,Jul,2013
2013-07-02,30163,0,0,0,0,0,0,0,0,0,0,Tue,Jul,2013
2013-07-03,30780,0,0,0,0,0,0,0,0,0,0,Wed,Jul,2013
2013-07-04,32941,0,0,0,0,0,0,0,0,0,0,Thu,Jul,2013
2013-07-05,34704,0,0,0,0,0,0,0,0,0,0,Fri,Jul,2013
2013-07-06,34191,0,0,0,0,0,0,0,0,0,0,Sat,Jul,2013
2013-07-07,31363,0,0,0,0,0,0,0,0,0,0,Sun,Jul,2013
2013-07-08,34263,0,0,0,0,0,0,0,0,0,0,Mon,Jul,2013
2013-07-09,35519,0,0,0,0,0,0,0,0,0,0,Tue,Jul,2013
2013-07-10,33629,0,0,0,0,0,0,0,0,0,0,Wed,Jul,2013
2013-07-11,33792,0,0,0,0,0,0,0,0,0,0,Thu,Jul,2013
2013-07-12,33173,0,0,0,0,0,0,0,0,0,0,Fri,Jul,2013
2013-07-13,33509,0,0,0,0,0,0,0,0,0,0,Sat,Jul,2013
2013-07-14,32169,0,0,0,0,0,0,0,0,0,0,Sun,Jul,2013
2013-07-15,34419,0,0,0,0,0,0,0,0,0,0,Mon,Jul,2013
2013-07-16,35580,0,0,0,0,0,0,0,0,0,0,Tue,Jul,2013
2013-07-17,35203,0,0,0,0,0,0,0,0,0,0,Wed,Jul,2013
2013-07-18,35330,0,0,0,0,0,0,0,0,0,0,Thu,Jul,2013
2013-07-19,35196,0,0,0,0,0,0,0,0,0,0,Fri,Jul,2013
2013-07-20,28332,0,0,0,0,0,0,0,0,0,0,Sat,Jul,2013
2013-07-21,30075,0,0,0,0,0,0,0,0,0,0,Sun,Jul,2013
2013-07-22,33176,0,0,0,0,0,0,0,0,0,0,Mon,Jul,2013
2013-07-23,31624,0,0,0,0,0,0,0,0,0,0,Tue,Jul,2013
2013-07-24,34038,0,0,0,0,0,0,0,0,0,0,Wed,Jul,2013
2013-07-25,33683,0,0,0,0,0,0,0,0,0,0,Thu,Jul,2013
2013-07-26,34681,0,0,0,0,0,0,0,0,0,0,Fri,Jul,2013
2013-07-27,25761,0,0,0,0,0,0,0,0,0,0,Sat,Jul,2013
2013-07-28,28177,0,0,0,0,0,0,0,0,0,0,Sun,Jul,2013
2013-07-29,30415,0,0,0,0,0,0,0,0,0,0,Mon,Jul,2013
2013-07-30,22742,0,0,0,0,0,0,0,0,0,0,Tue,Jul,2013
2013-07-31,28976,0,0,0,0,0,0,0,0,0,0,Wed,Jul,2013
2013-08-01,34770,0,0,0,0,0,0,0,0,0,0,Thu,Aug,2013
2013-08-02,29109,0,0,0,0,0,0,0,0,0,0,Fri,Aug,2013
2013-08-03,34928,0,0,0,0,0,0,0,0,0,0,Sat,Aug,2013
2013-08-04,32580,0,0,0,0,0,0,0,0,0,0,Sun,Aug,2013
2013-08-05,23864,0,0,0,0,0,0,0,0,0,0,Mon,Aug,2013
2013-08-06,33631,0,0,0,0,0,0,0,0,0,0,Tue,Aug,2013
2013-08-07,33084,0,0,0,0,0,0,0,0,0,0,Wed,Aug,2013
2013-08-08,33737,0,0,0,0,0,0,0,0,0,0,Thu,Aug,2013
2013-08-09,28206,0,0,0,0,0,0,0,0,0,0,Fri,Aug,2013
2013-08-10,28830,0,0,0,0,0,0,0,0,0,0,Sat,Aug,2013
2013-08-11,29530,0,0,0,0,0,0,0,0,0,0,Sun,Aug,2013
2013-08-12,30425,0,0,0,0,0,0,0,0,0,0,Mon,Aug,2013
2013-08-13,30933,0,0,0,0,0,0,0,0,0,0,Tue,Aug,2013
2013-08-14,31412,0,0,0,0,0,0,0,0,0,0,Wed,Aug,2013
2013-08-15,30865,0,0,0,0,0,0,0,0,0,0,Thu,Aug,2013
2013-08-16,25555,0,0,0,0,0,0,0,0,0,0,Fri,Aug,2013
2013-08-17,23931,0,0,0,0,0,0,0,0,0,0,Sat,Aug,2013
2013-08-18,26910,0,0,0,0,0,0,0,0,0,0,Sun,Aug,2013
2013-08-19,31183,0,0,0,0,0,0,0,0,0,0,Mon,Aug,2013
2013-08-20,33578,0,0,0,0,0,0,0,0,0,0,Tue,Aug,2013
2013-08-21,33214,0,0,0,0,0,0,0,0,0,0,Wed,Aug,2013
2013-08-22,22363,0,0,0,0,0,0,0,0,0,0,Thu,Aug,2013
2013-08-23,30665,0,0,0,0,0,0,0,0,0,0,Fri,Aug,2013
2013-08-24,7341,0,0,0,0,0,0,0,0,0,0,Sat,Aug,2013
2013-08-25,21638,0,0,0,0,0,0,0,0,0,0,Sun,Aug,2013
2013-08-26,27802,0,0,0,0,0,0,0,0,0,0,Mon,Aug,2013
2013-08-27,29563,0,0,0,0,0,0,0,0,0,0,Tue,Aug,2013
2013-08-28,32024,0,0,0,0,0,0,0,0,0,0,Wed,Aug,2013
2013-08-29,31639,0,0,0,0,0,0,0,0,0,0,Thu,Aug,2013
2013-08-30,31127,0,0,0,0,0,0,0,0,0,0,Fri,Aug,2013
2013-08-31,29718,0,0,0,0,0,0,0,0,0,0,Sat,Aug,2013
2013-09-01,23856,0,0,0,0,0,0,0,0,0,0,Sun,Sep,2013
2013-09-02,31292,0,0,0,0,0,0,0,0,0,0,Mon,Sep,2013
2013-09-03,31600,0,0,0,0,0,0,0,0,0,0,Tue,Sep,2013
2013-09-04,33406,0,0,0,0,0,0,0,0,0,0,Wed,Sep,2013
2013-09-05,33574,0,0,0,0,0,0,0,0,0,0,Thu,Sep,2013
2013-09-06,20930,0,0,0,0,0,0,0,0,0,0,Fri,Sep,2013
2013-09-07,21279,0,0,0,0,0,0,0,0,0,0,Sat,Sep,2013
2013-09-08,18046,0,0,0,0,0,0,0,0,0,0,Sun,Sep,2013
2013-09-09,17943,0,0,0,0,0,0,0,0,0,0,Mon,Sep,2013
2013-09-10,24558,0,0,0,0,0,0,0,0,0,0,Tue,Sep,2013
2013-09-11,23386,0,0,0,0,0,0,0,0,0,0,Wed,Sep,2013
2013-09-12,24246,0,0,0,0,0,0,0,0,0,0,Thu,Sep,2013
2013-09-13,15392,0,0,0,0,0,0,0,0,0,0,Fri,Sep,2013
2013-09-14,12977,0,0,0,0,0,0,0,0,0,0,Sat,Sep,2013
2013-09-15,4826,0,0,0,0,0,0,0,0,0,0,Sun,Sep,2013
2013-09-16,21892,0,0,0,0,0,0,0,0,0,0,Mon,Sep,2013
2013-09-17,18428,0,0,0,0,0,0,0,0,0,0,Tue,Sep,2013
2013-09-18,25319,0,0,0,0,0,0,0,0,0,0,Wed,Sep,2013
2013-09-19,18746,0,0,0,0,0,0,0,0,0,0,Thu,Sep,2013
2013-09-20,26196,0,0,0,0,0,0,0,0,0,0,Fri,Sep,2013
2013-09-21,21988,0,0,0,0,0,0,0,0,0,0,Sat,Sep,2013
2013-09-22,22683,0,0,0,0,0,0,0,0,0,0,Sun,Sep,2013
2013-09-23,26625,0,0,0,0,0,0,0,0,0,0,Mon,Sep,2013
2013-09-24,28666,0,0,0,0,0,0,0,0,0,0,Tue,Sep,2013
2013-09-25,28183,0,0,0,0,0,0,0,0,0,0,Wed,Sep,2013
2013-09-26,28857,0,0,0,0,0,0,0,0,0,0,Thu,Sep,2013
2013-09-27,27371,0,0,0,0,0,0,0,0,0,0,Fri,Sep,2013
2013-09-28,21716,0,0,0,0,0,0,0,0,0,0,Sat,Sep,2013
2013-09-29,20654,0,0,0,0,0,0,0,0,0,0,Sun,Sep,2013
2013-09-30,27089,0,0,0,0,0,0,0,0,0,0,Mon,Sep,2013
2013-10-01,27711,0,0,0,0,0,0,0,0,0,0,Tue,Oct,2013
2013-10-02,26467,0,0,0,0,0,0,0,0,0,0,Wed,Oct,2013
2013-10-03,25153,0,0,0,0,0,0,0,0,0,0,Thu,Oct,2013
2013-10-04,26522,0,0,0,0,0,0,0,0,0,0,Fri,Oct,2013
2013-10-05,22996,0,0,0,0,0,0,0,0,0,0,Sat,Oct,2013
2013-10-06,25143,0,0,0,0,0,0,0,0,0,0,Sun,Oct,2013
2013-10-07,26680,0,0,0,0,0,0,0,0,0,0,Mon,Oct,2013
2013-10-08,27598,0,0,0,0,0,0,0,0,0,0,Tue,Oct,2013
2013-10-09,26433,0,0,0,0,0,0,0,0,0,0,Wed,Oct,2013
2013-10-10,23497,0,0,0,0,0,0,0,0,0,0,Thu,Oct,2013
2013-10-11,15640,0,0,0,0,0,0,0,0,0,0,Fri,Oct,2013
2013-10-12,17068,0,0,0,0,0,0,0,0,0,0,Sat,Oct,2013
2013-10-13,7068,0,0,0,0,0,0,0,0,0,0,Sun,Oct,2013
2013-10-14,18979,0,0,0,0,0,0,0,0,0,0,Mon,Oct,2013
2013-10-15,24657,0,0,0,0,0,0,0,0,0,0,Tue,Oct,2013
2013-10-16,20562,0,0,0,0,0,0,0,0,0,0,Wed,Oct,2013
2013-10-17,25170,0,0,0,0,0,0,0,0,0,0,Thu,Oct,2013
2013-10-18,24880,0,0,0,0,0,0,0,0,0,0,Fri,Oct,2013
2013-10-19,17430,0,0,0,0,0,0,0,0,0,0,Sat,Oct,2013
2013-10-20,11396,0,0,0,0,0,0,0,0,0,0,Sun,Oct,2013
2013-10-21,21385,0,0,0,0,0,0,0,0,0,0,Mon,Oct,2013
2013-10-22,22316,0,0,0,0,0,0,0,0,0,0,Tue,Oct,2013
2013-10-23,24178,0,0,0,0,0,0,0,0,0,0,Wed,Oct,2013
2013-10-24,26399,0,0,0,0,0,0,0,0,0,0,Thu,Oct,2013
2013-10-25,23677,0,0,0,0,0,0,0,0,0,0,Fri,Oct,2013
2013-10-26,16986,0,0,0,0,0,0,0,0,0,0,Sat,Oct,2013
2013-10-27,15652,0,0,0,0,0,0,0,0,0,0,Sun,Oct,2013
2013-10-28,14577,0,0,0,0,0,0,0,0,0,0,Mon,Oct,2013
2013-10-29,23126,0,0,0,0,0,0,0,0,0,0,Tue,Oct,2013
2013-10-30,24753,0,0,0,0,0,0,0,0,0,0,Wed,Oct,2013
2013-10-31,20055,0,0,0,0,0,0,0,0,0,0,Thu,Oct,2013
2013-11-01,20597,0,0,0,0,0,0,0,0,0,0,Fri,Nov,2013
2013-11-02,15347,0,0,0,0,0,0,0,0,0,0,Sat,Nov,2013
2013-11-03,13063,0,0,0,0,0,0,0,0,0,0,Sun,Nov,2013
2013-11-04,20369,0,0,0,0,0,0,0,0,0,0,Mon,Nov,2013
2013-11-05,19326,0,0,0,0,0,0,0,0,0,0,Tue,Nov,2013
2013-11-06,18431,0,0,0,0,0,0,0,0,0,0,Wed,Nov,2013
2013-11-07,22527,0,0,0,0,0,0,0,0,0,0,Thu,Nov,2013
2013-11-08,15188,0,0,0,0,0,0,0,0,0,0,Fri,Nov,2013
2013-11-09,6772,0,0,0,0,0,0,0,0,0,0,Sat,Nov,2013
2013-11-10,9767,0,0,0,0,0,0,0,0,0,0,Sun,Nov,2013
2013-11-11,14377,0,0,0,0,0,0,0,0,0,0,Mon,Nov,2013
2013-11-12,19572,0,0,0,0,0,0,0,0,0,0,Tue,Nov,2013
2013-11-13,22021,0,0,0,0,0,0,0,0,0,0,Wed,Nov,2013
2013-11-14,21061,0,0,0,0,0,0,0,0,0,0,Thu,Nov,2013
2013-11-15,20850,0,0,0,0,0,0,0,0,0,0,Fri,Nov,2013
2013-11-16,15029,0,0,0,0,0,0,0,0,0,0,Sat,Nov,2013
2013-11-17,12340,0,0,0,0,0,0,0,0,0,0,Sun,Nov,2013
2013-11-18,18491,0,0,0,0,0,0,0,0,0,0,Mon,Nov,2013
2013-11-19,20335,0,0,0,0,0,0,0,0,0,0,Tue,Nov,2013
2013-11-20,14115,0,0,0,0,0,0,0,0,0,0,Wed,Nov,2013
2013-11-21,18668,0,0,0,0,0,0,0,0,0,0,Thu,Nov,2013
2013-11-22,18789,0,0,0,0,0,0,0,0,0,0,Fri,Nov,2013
2013-11-23,13276,0,0,0,0,0,0,0,0,0,0,Sat,Nov,2013
2013-11-24,10505,0,0,0,0,0,0,0,0,0,0,Sun,Nov,2013
2013-11-25,19201,0,0,0,0,0,0,0,0,0,0,Mon,Nov,2013
2013-11-26,20486,0,0,0,0,0,0,0,0,0,0,Tue,Nov,2013
2013-11-27,20274,0,0,0,0,0,0,0,0,0,0,Wed,Nov,2013
2013-11-28,20649,0,0,0,0,0,0,0,0,0,0,Thu,Nov,2013
2013-11-29,19397,0,0,0,0,0,0,0,0,0,0,Fri,Nov,2013
2013-11-30,13323,0,0,0,0,0,0,0,0,0,0,Sat,Nov,2013
2013-12-01,11711,0,0,0,0,0,0,0,0,0,0,Sun,Dec,2013
2013-12-02,19630,0,0,0,0,0,0,0,0,0,0,Mon,Dec,2013
2013-12-03,20242,0,0,0,0,0,0,0,0,0,0,Tue,Dec,2013
2013-12-04,20035,0,0,0,0,0,0,0,0,0,0,Wed,Dec,2013
2013-12-05,18326,0,0,0,0,0,0,0,0,0,0,Thu,Dec,2013
2013-12-06,18494,0,0,0,0,0,0,0,0,0,0,Fri,Dec,2013
2013-12-07,13625,0,0,0,0,0,0,0,0,0,0,Sat,Dec,2013
2013-12-08,13076,0,0,0,0,0,0,0,0,0,0,Sun,Dec,2013
2013-12-09,19969,0,0,0,0,0,0,0,0,0,0,Mon,Dec,2013
2013-12-10,20432,0,0,0,0,0,0,0,0,0,0,Tue,Dec,2013
2013-12-11,19123,0,0,0,0,0,0,0,0,0,0,Wed,Dec,2013
2013-12-12,19420,0,0,0,0,0,0,0,0,0,0,Thu,Dec,2013
2013-12-13,16921,0,0,0,0,0,0,0,0,0,0,Fri,Dec,2013
2013-12-14,14049,0,0,0,0,0,0,0,0,0,0,Sat,Dec,2013
2013-12-15,8557,0,0,0,0,0,0,0,0,0,0,Sun,Dec,2013
2013-12-16,13825,0,0,0,0,0,0,0,0,0,0,Mon,Dec,2013
2013-12-17,15689,0,0,0,0,0,0,0,0,0,0,Tue,Dec,2013
2013-12-18,17311,0,0,0,0,0,0,0,0,0,0,Wed,Dec,2013
2013-12-19,17738,0,0,0,0,0,0,0,0,0,0,Thu,Dec,2013
2013-12-20,18046,0,0,0,0,0,0,0,0,0,0,Fri,Dec,2013
2013-12-21,5774,0,0,0,0,0,0,0,0,0,0,Sat,Dec,2013
2013-12-22,9233,0,0,0,0,0,0,0,0,0,0,Sun,Dec,2013
2013-12-23,6246,0,0,0,0,0,0,0,0,0,0,Mon,Dec,2013
2013-12-24,6201,0,0,0,0,0,0,0,0,0,0,Tue,Dec,2013
2013-12-25,27715,0,0,0,0,0,0,0,0,0,0,Wed,Dec,2013
2013-12-26,7666,0,0,0,0,0,0,0,0,0,0,Thu,Dec,2013
2013-12-27,7258,0,0,0,0,0,0,0,0,0,0,Fri,Dec,2013
2013-12-28,10533,0,0,0,0,0,0,0,0,0,0,Sat,Dec,2013
2013-12-29,10983,0,0,0,0,0,0,0,0,0,0,Sun,Dec,2013
2013-12-30,8413,0,0,0,0,0,0,0,0,0,0,Mon,Dec,2013
2013-12-31,7701,0,0,0,0,0,0,0,0,0,0,Tue,Dec,2013
2014-01-01,4327,0,0,0,0,0,0,0,0,0,0,Wed,Jan,2014
2014-01-02,15820,0,0,0,0,0,0,0,0,0,0,Thu,Jan,2014
2014-01-03,11636,0,0,0,0,0,0,0,0,0,0,Fri,Jan,2014
2014-01-04,6918,0,0,0,0,0,0,0,0,0,0,Sat,Jan,2014
2014-01-05,9145,0,0,0,0,0,0,0,0,0,0,Sun,Jan,2014
2014-01-06,13066,0,0,0,0,0,0,0,0,0,0,Mon,Jan,2014
2014-01-07,17420,0,0,0,0,0,0,0,0,0,0,Tue,Jan,2014
2014-01-08,19770,0,0,0,0,0,0,0,0,0,0,Wed,Jan,2014
2014-01-09,19143,0,0,0,0,0,0,0,0,0,0,Thu,Jan,2014
2014-01-10,18840,0,0,0,0,0,0,0,0,0,0,Fri,Jan,2014
2014-01-11,15723,0,0,0,0,0,0,0,0,0,0,Sat,Jan,2014
2014-01-12,11975,0,0,0,0,0,0,0,0,0,0,Sun,Jan,2014
2014-01-13,17721,0,0,0,0,0,0,0,0,0,0,Mon,Jan,2014
2014-01-14,20740,0,0,0,0,0,0,0,0,0,0,Tue,Jan,2014
2014-01-15,19243,0,0,0,0,0,0,0,0,0,0,Wed,Jan,2014
2014-01-16,18861,0,0,0,0,0,0,0,0,0,0,Thu,Jan,2014
2014-01-17,17434,0,0,0,0,0,0,0,0,0,0,Fri,Jan,2014
2014-01-18,15333,0,0,0,0,0,0,0,0,0,0,Sat,Jan,2014
2014-01-19,16083,0,0,0,0,0,0,0,0,0,0,Sun,Jan,2014
2014-01-20,21218,0,0,0,0,0,0,0,0,0,0,Mon,Jan,2014
2014-01-21,21756,0,0,0,0,0,0,0,0,0,0,Tue,Jan,2014
2014-01-22,21072,0,0,0,0,0,0,0,0,0,0,Wed,Jan,2014
2014-01-23,20020,0,0,0,0,0,0,0,0,0,0,Thu,Jan,2014
2014-01-24,19272,0,0,0,0,0,0,0,0,0,0,Fri,Jan,2014
2014-01-25,14581,0,0,0,0,0,0,0,0,0,0,Sat,Jan,2014
2014-01-26,7033,0,0,0,0,0,0,0,0,0,0,Sun,Jan,2014
2014-01-27,18285,0,0,0,0,0,0,0,0,0,0,Mon,Jan,2014
2014-01-28,19939,0,0,0,0,0,0,0,0,0,0,Tue,Jan,2014
2014-01-29,10585,0,0,0,0,0,0,0,0,0,0,Wed,Jan,2014
2014-01-30,17052,0,0,0,0,0,0,0,0,0,0,Thu,Jan,2014
2014-01-31,13859,0,0,0,0,0,0,0,0,0,0,Fri,Jan,2014
2014-02-01,13981,0,0,0,0,0,0,0,0,0,0,Sat,Feb,2014
2014-02-02,15924,0,0,0,0,0,0,0,0,0,0,Sun,Feb,2014
2014-02-03,20370,0,0,0,0,0,0,0,0,0,0,Mon,Feb,2014
2014-02-04,21217,0,0,0,0,0,0,0,0,0,0,Tue,Feb,2014
2014-02-05,29418,0,0,0,0,0,0,0,0,0,0,Wed,Feb,2014
2014-02-06,25395,0,0,0,0,0,0,0,0,0,0,Thu,Feb,2014
2014-02-07,19857,0,0,0,0,0,0,0,0,0,0,Fri,Feb,2014
2014-02-08,10928,0,0,0,0,0,0,0,0,0,0,Sat,Feb,2014
2014-02-09,11657,0,0,0,0,0,0,0,0,0,0,Sun,Feb,2014
2014-02-10,19278,0,0,0,0,0,0,0,0,0,0,Mon,Feb,2014
2014-02-11,18514,0,0,0,0,0,0,0,0,0,0,Tue,Feb,2014
2014-02-12,18000,0,0,0,0,0,0,0,0,0,0,Wed,Feb,2014
2014-02-13,20954,0,0,0,0,0,0,0,0,0,0,Thu,Feb,2014
2014-02-14,12794,0,0,0,0,0,0,0,0,0,0,Fri,Feb,2014
2014-02-15,11208,0,0,0,0,0,0,0,0,0,0,Sat,Feb,2014
2014-02-16,18484,0,0,0,0,0,0,0,0,0,0,Sun,Feb,2014
2014-02-17,19013,0,0,0,0,0,0,0,0,0,0,Mon,Feb,2014
2014-02-18,19484,0,0,0,0,0,0,0,0,0,0,Tue,Feb,2014
2014-02-19,21556,0,0,0,0,0,0,0,0,0,0,Wed,Feb,2014
2014-02-20,19396,0,0,0,0,0,0,0,0,0,0,Thu,Feb,2014
2014-02-21,21269,0,0,0,0,0,0,0,0,0,0,Fri,Feb,2014
2014-02-22,20033,0,0,0,0,0,0,0,0,0,0,Sat,Feb,2014
2014-02-23,13680,0,0,0,0,0,0,0,0,0,0,Sun,Feb,2014
2014-02-24,21469,0,0,0,0,0,0,0,0,0,0,Mon,Feb,2014
2014-02-25,20713,0,0,0,0,0,0,0,0,0,0,Tue,Feb,2014
2014-02-26,23938,0,0,0,0,0,0,0,0,0,0,Wed,Feb,2014
2014-02-27,20629,0,0,0,0,0,0,0,0,0,0,Thu,Feb,2014
2014-02-28,13781,0,0,0,0,0,0,0,0,0,0,Fri,Feb,2014
2014-03-01,18823,0,0,0,0,0,0,0,0,0,0,Sat,Mar,2014
2014-03-02,11727,0,0,0,0,0,0,0,0,0,0,Sun,Mar,2014
2014-03-03,18150,0,0,0,0,0,0,0,0,0,0,Mon,Mar,2014
2014-03-04,23069,0,0,0,0,0,0,0,0,0,0,Tue,Mar,2014
2014-03-05,25102,0,0,0,0,0,0,0,0,0,0,Wed,Mar,2014
2014-03-06,24696,0,0,0,0,0,0,0,0,0,0,Thu,Mar,2014
2014-03-07,24385,0,0,0,0,0,0,0,0,0,0,Fri,Mar,2014
2014-03-08,25556,0,0,0,0,0,0,0,0,0,0,Sat,Mar,2014
2014-03-09,33955,0,0,0,0,0,0,0,0,0,0,Sun,Mar,2014
2014-03-10,24347,0,0,0,0,0,0,0,0,0,0,Mon,Mar,2014
2014-03-11,23871,0,0,0,0,0,0,0,0,0,0,Tue,Mar,2014
2014-03-12,27173,0,0,0,0,0,0,0,0,0,0,Wed,Mar,2014
2014-03-13,27552,0,0,0,0,0,0,0,0,0,0,Thu,Mar,2014
2014-03-14,28134,0,0,0,0,0,0,0,0,0,0,Fri,Mar,2014
2014-03-15,29664,0,0,0,0,0,0,0,0,0,0,Sat,Mar,2014
2014-03-16,34421,0,0,0,0,0,0,0,0,0,0,Sun,Mar,2014
2014-03-17,26465,0,0,0,0,0,0,0,0,0,0,Mon,Mar,2014
2014-03-18,25502,0,0,0,0,0,0,0,0,0,0,Tue,Mar,2014
2014-03-19,26719,0,0,0,0,0,0,0,0,0,0,Wed,Mar,2014
2014-03-20,23718,0,0,0,0,0,0,0,0,0,0,Thu,Mar,2014
2014-03-21,23821,0,0,0,0,0,0,0,0,0,0,Fri,Mar,2014
2014-03-22,19091,0,0,0,0,0,0,0,0,0,0,Sat,Mar,2014
2014-03-23,17463,0,0,0,0,0,0,0,0,0,0,Sun,Mar,2014
2014-03-24,24055,0,0,0,0,0,0,0,0,0,0,Mon,Mar,2014
2014-03-25,19421,0,0,0,0,0,0,0,0,0,0,Tue,Mar,2014
2014-03-26,20493,0,0,0,0,0,0,0,0,0,0,Wed,Mar,2014
2014-03-27,23462,0,0,0,0,0,0,0,0,0,0,Thu,Mar,2014
2014-03-28,24198,0,0,0,0,0,0,0,0,0,0,Fri,Mar,2014
2014-03-29,29511,0,0,0,0,0,0,0,0,0,0,Sat,Mar,2014
2014-03-30,26605,0,0,0,0,0,0,0,0,0,0,Sun,Mar,2014
2014-03-31,26715,0,0,0,0,0,0,0,0,0,0,Mon,Mar,2014
2014-04-01,29782,0,0,0,0,0,0,0,0,0,0,Tue,Apr,2014
2014-04-02,28876,0,0,0,0,0,0,0,0,0,0,Wed,Apr,2014
2014-04-03,28245,0,0,0,0,0,0,0,0,0,0,Thu,Apr,2014
2014-04-04,27401,0,0,0,0,0,0,0,0,0,0,Fri,Apr,2014
